D/T,Julian Day,Month,AAT,WS,WD,RH,SR,Agitation,Ag,P,NH3_g/m2/s,NH3_mg/m2/d,Crust
10/2/08 4:45,275.20,10,8.81,0.60,315.90,85.70,0.00,0,0,98.70,,,0
10/2/08 5:15,275.22,10,8.54,1.00,343.30,86.80,0.00,0,0,98.70,,,0
10/2/08 5:45,275.24,10,8.47,0.40,279.80,85.40,0.00,0,0,98.60,,,0
10/2/08 6:15,275.26,10,8.51,0.59,276.11,89.20,0.00,0,0,98.70,,,0
10/2/08 6:45,275.28,10,8.54,0.50,302.00,88.10,0.00,0,0,98.70,,,0
10/2/08 7:15,275.30,10,8.68,1.30,37.20,81.70,0.00,0,0,98.70,0.00,1866.11,0
10/2/08 7:45,275.32,10,8.54,1.00,47.30,87.80,0.00,0,0,98.60,0.00,1072.63,0
10/2/08 8:15,275.34,10,8.44,1.70,40.60,86.10,0.00,0,0,98.60,0.00,1210.26,0
10/2/08 8:45,275.36,10,7.69,0.65,132.66,89.50,0.00,0,0,98.60,,,0
10/2/08 9:15,275.39,10,7.69,0.71,124.76,89.30,0.00,0,0,98.60,,,0
10/2/08 9:45,275.41,10,7.59,0.82,170.03,89.20,0.00,0,0,98.60,,,0
10/2/08 10:15,275.43,10,7.52,0.70,206.50,90.70,0.00,0,0,98.60,,,0
10/2/08 10:45,275.45,10,7.90,1.30,221.00,92.70,0.00,0,0,98.60,,,0
10/2/08 11:15,275.47,10,7.32,1.70,226.20,92.40,0.00,0,0,98.60,0.00,994.48,0
10/2/08 11:45,275.49,10,6.81,1.70,229.20,92.50,3.62,0,0,98.60,0.00,1474.98,0
10/2/08 12:15,275.51,10,6.81,1.00,236.60,90.60,48.01,0,0,98.60,0.00,720.59,0
10/2/08 12:45,275.53,10,7.86,1.30,244.50,85.00,129.90,0,0,98.60,0.00,1236.36,0
10/2/08 13:15,275.55,10,8.30,1.50,243.90,82.50,214.50,0,0,98.70,,,0
10/2/08 13:45,275.57,10,9.25,1.70,252.30,80.20,305.60,0,0,98.70,0.00,1434.35,0
10/2/08 14:15,275.59,10,10.49,1.60,255.40,75.52,366.20,0,0,98.70,0.00,1480.07,0
10/2/08 14:45,275.61,10,11.58,1.80,277.30,64.60,519.40,0,0,98.70,0.00,1414.67,0
10/2/08 15:15,275.64,10,12.22,1.70,303.90,62.80,596.10,0,0,98.70,0.00,2138.78,0
10/2/08 15:45,275.66,10,13.48,2.65,286.66,52.22,599.40,0,0,98.60,,,0
10/2/08 16:15,275.68,10,14.36,1.90,282.40,48.90,652.40,0,0,98.60,0.00,1161.24,0
10/2/08 16:45,275.70,10,14.62,2.70,303.50,43.74,671.60,0,0,98.60,0.00,3524.28,0
10/2/08 17:15,275.72,10,15.06,3.50,303.83,43.47,691.30,0,0,98.60,0.00,3603.92,0
10/2/08 17:45,275.74,10,16.22,2.00,274.80,37.84,693.30,0,0,98.60,0.00,2915.66,0
10/2/08 18:15,275.76,10,15.16,2.10,286.60,42.01,434.00,0,0,98.50,,,0
10/2/08 18:45,275.78,10,17.10,2.50,283.10,38.82,809.00,0,0,98.50,0.00,3104.14,0
10/2/08 19:15,275.80,10,16.96,2.70,253.30,37.46,612.70,0,0,98.40,0.00,2967.64,0
10/2/08 19:45,275.82,10,17.26,2.70,256.10,39.16,585.00,0,0,98.40,0.00,2342.40,0
10/2/08 20:15,275.84,10,17.67,2.80,252.50,35.43,551.50,0,0,98.40,0.00,1975.11,0
10/2/08 20:45,275.86,10,17.09,2.50,252.50,37.60,395.10,0,0,98.30,0.00,1522.72,0
10/2/08 21:15,275.89,10,16.45,1.80,255.50,40.21,231.50,0,0,98.30,0.00,1240.04,0
10/2/08 21:45,275.91,10,16.59,3.02,270.47,41.20,131.00,0,0,98.30,0.00,1137.91,0
10/2/08 22:15,275.93,10,16.22,2.89,265.38,43.03,64.53,0,0,98.30,0.00,1460.30,0
10/2/08 22:45,275.95,10,15.68,1.10,245.20,46.22,100.80,0,0,98.30,,,0
10/2/08 23:15,275.97,10,14.22,0.70,231.00,51.34,12.74,0,0,98.30,,,0
10/2/08 23:45,275.99,10,13.00,0.20,319.60,59.41,0.47,0,0,98.30,,,0
10/3/08 0:15,276.01,10,12.29,0.20,315.10,64.87,0.00,0,0,98.30,,,0
10/3/08 0:45,276.03,10,12.30,0.20,219.80,64.51,0.00,0,0,98.30,,,0
10/3/08 1:15,276.05,10,12.77,0.90,222.90,62.30,0.00,0,0,98.30,,,0
10/3/08 1:45,276.07,10,12.87,1.45,251.42,61.49,0.00,0,0,98.30,,,0
10/3/08 2:15,276.09,10,12.36,0.70,225.10,65.49,0.00,0,0,98.30,,,0
10/3/08 2:45,276.11,10,12.67,2.32,237.29,63.86,0.00,0,0,98.30,0.00,1522.34,0
10/3/08 3:15,276.14,10,12.67,1.70,226.60,63.72,0.00,0,0,98.30,0.00,2004.36,0
10/3/08 3:45,276.16,10,12.53,1.30,225.60,65.69,0.00,0,0,98.30,,,0
10/3/08 4:15,276.18,10,12.19,1.70,226.60,67.73,0.00,0,0,98.30,0.00,2168.30,0
10/3/08 4:45,276.20,10,12.30,1.50,233.60,67.05,0.00,0,0,98.30,0.00,1398.13,0
10/3/08 5:15,276.22,10,11.92,1.86,255.44,68.54,0.00,0,0,98.30,0.00,888.67,0
10/3/08 5:45,276.24,10,11.45,1.81,241.61,70.95,0.00,0,0,98.30,0.00,808.20,0
10/3/08 6:15,276.26,10,10.98,2.11,235.87,73.49,0.00,0,0,98.30,0.00,768.97,0
10/3/08 6:45,276.28,10,10.60,1.77,238.52,75.70,0.00,0,0,98.30,,,0
10/3/08 7:15,276.30,10,10.40,1.30,229.30,76.85,0.00,0,0,98.40,0.00,1123.27,0
10/3/08 7:45,276.32,10,10.23,0.90,235.30,77.02,0.00,0,0,98.40,0.00,509.52,0
10/3/08 8:15,276.34,10,9.89,0.70,240.80,78.55,0.00,0,0,98.40,,,0
10/3/08 8:45,276.36,10,9.52,0.30,274.50,80.20,0.00,0,0,98.40,,,0
10/3/08 9:15,276.39,10,9.02,0.30,298.60,83.10,0.00,0,0,98.40,,,0
10/3/08 9:45,276.41,10,8.54,0.60,235.90,85.10,0.00,0,0,98.50,,,0
10/3/08 10:15,276.43,10,8.51,0.44,257.63,85.80,0.00,0,0,98.50,,,0
10/3/08 10:45,276.45,10,8.64,0.41,278.02,86.40,0.00,0,0,98.50,,,0
10/3/08 11:15,276.47,10,8.88,0.40,62.59,87.80,0.00,0,0,98.60,-0.00,0.00,0
10/3/08 11:45,276.49,10,9.42,0.66,55.62,85.70,1.37,0,0,98.60,,,0
10/3/08 12:15,276.51,10,9.69,0.91,57.85,85.60,9.99,0,0,98.60,,,0
10/3/08 12:45,276.53,10,10.09,1.09,65.47,84.00,21.00,0,0,98.70,,,0
10/3/08 13:15,276.55,10,10.53,1.15,88.42,83.30,38.85,0,0,98.70,,,0
10/3/08 13:45,276.57,10,10.64,1.20,106.49,81.40,34.43,0,0,98.80,,,0
10/3/08 14:15,276.59,10,11.11,2.11,94.14,75.26,93.50,0,0,98.80,-0.00,0.00,0
10/3/08 14:45,276.61,10,11.21,1.68,97.12,75.56,71.34,0,0,98.80,-0.00,0.00,0
10/3/08 15:15,276.64,10,11.58,1.97,100.65,70.77,268.70,0,0,98.90,-0.00,0.00,0
10/3/08 15:45,276.66,10,11.95,1.90,67.20,69.79,231.40,0,0,98.90,,,0
10/3/08 16:15,276.68,10,12.32,2.40,68.30,67.18,293.20,0,0,98.90,0.00,3118.63,0
10/3/08 16:45,276.70,10,12.29,2.80,57.60,65.34,269.30,0,0,98.90,0.00,4455.63,0
10/3/08 17:15,276.72,10,12.56,3.20,68.80,63.95,275.20,0,0,98.90,0.00,2624.43,0
10/3/08 17:45,276.74,10,12.29,3.40,64.00,67.58,218.40,0,0,98.90,0.00,2854.55,0
10/3/08 18:15,276.76,10,12.73,3.80,59.60,66.09,461.50,0,0,98.90,0.00,1937.75,0
10/3/08 18:45,276.78,10,13.10,3.60,66.10,61.48,409.90,0,0,98.90,0.00,2620.27,0
10/3/08 19:15,276.80,10,13.41,3.92,56.78,61.17,326.70,0,0,98.90,0.00,4239.01,0
10/3/08 19:45,276.82,10,13.54,4.02,46.14,62.50,300.20,0,0,98.90,0.00,4767.95,0
10/3/08 20:15,276.84,10,13.65,4.30,42.50,60.39,304.70,0,0,98.90,,,0
10/3/08 20:45,276.86,10,13.54,4.20,36.70,60.29,374.70,0,0,98.90,0.00,4236.67,0
10/3/08 21:15,276.89,10,13.24,3.70,46.50,57.00,134.20,0,0,98.90,0.00,4516.20,0
10/3/08 21:45,276.91,10,13.54,3.10,48.20,59.95,122.10,0,0,98.90,0.00,3754.12,0
10/3/08 22:15,276.93,10,13.41,3.80,51.10,60.73,77.55,0,0,98.90,0.00,4463.68,0
10/3/08 22:45,276.95,10,13.10,3.30,50.60,59.88,34.74,0,0,99.00,,,0
10/3/08 23:15,276.97,10,12.70,2.50,57.00,63.28,2.75,0,0,99.00,0.00,2501.39,0
10/3/08 23:45,276.99,10,12.43,1.80,59.50,65.21,0.02,0,0,99.00,,,0
10/4/08 0:15,277.01,10,11.85,1.80,53.60,68.50,0.00,0,0,99.00,,,0
10/4/08 0:45,277.03,10,11.28,1.40,60.00,72.27,0.00,0,0,99.00,,,0
10/4/08 1:15,277.05,10,11.04,1.60,44.50,74.28,0.00,0,0,99.10,0.00,1545.92,0
10/4/08 1:45,277.07,10,10.67,1.60,44.70,77.36,0.00,0,0,99.10,,,0
10/4/08 2:15,277.09,10,9.21,1.30,55.80,84.40,0.00,0,0,99.10,0.00,396.03,0
10/4/08 2:45,277.11,10,9.25,1.20,55.30,84.00,0.00,0,0,99.20,,,0
10/4/08 3:15,277.14,10,8.85,1.66,41.57,87.30,0.00,0,0,99.20,,,0
10/4/08 3:45,277.16,10,7.56,1.20,65.50,84.20,0.00,0,0,99.20,,,0
10/4/08 4:15,277.18,10,7.69,1.52,47.48,85.80,0.00,0,0,99.20,,,0
10/4/08 4:45,277.20,10,7.05,1.73,57.78,84.40,0.00,0,0,99.20,,,0
10/4/08 5:15,277.22,10,6.58,1.40,58.90,83.90,0.00,0,0,99.20,,,0
10/4/08 5:45,277.24,10,6.11,1.10,42.10,84.70,0.00,0,0,99.30,,,0
10/4/08 6:15,277.26,10,5.73,1.20,56.60,87.10,0.00,0,0,99.30,,,0
10/4/08 6:45,277.28,10,5.40,1.35,21.17,83.90,0.00,0,0,99.30,,,0
10/4/08 7:15,277.30,10,4.82,1.74,9.98,84.40,0.00,0,0,99.30,,,0
10/4/08 7:45,277.32,10,4.76,1.80,19.70,88.20,0.01,0,0,99.30,0.00,2699.99,0
10/4/08 8:15,277.34,10,4.59,1.60,24.20,87.30,0.01,0,0,99.30,,,0
10/4/08 8:45,277.36,10,4.62,1.90,35.20,87.40,0.00,0,0,99.30,0.00,1919.36,0
10/4/08 9:15,277.39,10,4.28,1.54,27.70,88.60,0.03,0,0,99.40,0.00,287.23,0
10/4/08 9:45,277.41,10,3.54,1.00,66.20,91.00,0.00,0,0,99.40,,,0
10/4/08 10:15,277.43,10,3.54,1.40,65.10,90.20,0.05,0,0,99.40,,,0
10/4/08 10:45,277.45,10,3.50,1.16,42.87,89.80,0.01,0,0,99.40,,,0
10/4/08 11:15,277.47,10,2.18,1.05,41.38,91.30,0.17,0,0,99.50,0.00,593.76,0
10/4/08 11:45,277.49,10,2.55,1.20,39.51,93.20,3.87,0,0,99.50,,,0
10/4/08 12:15,277.51,10,3.33,0.97,46.73,90.80,53.07,0,0,99.50,,,0
10/4/08 12:45,277.53,10,5.13,1.50,58.30,85.00,142.80,0,0,99.60,,,0
10/4/08 13:15,277.55,10,6.41,2.20,39.40,79.04,220.20,0,0,99.60,,,0
10/4/08 13:45,277.57,10,7.29,2.90,47.20,78.02,305.80,0,0,99.60,0.00,3272.60,0
10/4/08 14:15,277.59,10,8.84,2.90,55.40,69.42,390.60,0,0,99.60,0.00,2717.88,0
10/4/08 14:45,277.61,10,10.15,2.40,62.10,62.60,469.00,0,0,99.60,0.00,1865.00,0
10/4/08 15:15,277.64,10,11.41,2.40,45.30,57.21,539.80,0,0,99.60,0.00,3691.62,0
10/4/08 15:45,277.66,10,12.02,2.10,34.30,54.39,595.10,0,0,99.60,0.00,2861.16,0
10/4/08 16:15,277.68,10,13.78,1.20,8.80,49.95,638.60,0,0,99.60,0.00,2135.00,0
10/4/08 16:45,277.70,10,14.01,1.20,45.40,42.55,674.50,0,0,99.60,0.00,27.67,0
10/4/08 17:15,277.72,10,14.76,0.70,184.50,39.40,695.20,0,0,99.60,-0.00,0.00,0
10/4/08 17:45,277.74,10,14.76,1.20,11.90,39.70,698.70,0,0,99.60,,,0
10/4/08 18:15,277.76,10,15.91,1.40,36.20,36.58,681.50,0,0,99.50,0.00,3555.74,0
10/4/08 18:45,277.78,10,15.37,1.50,17.30,36.24,656.10,0,0,99.50,0.00,1646.75,0
10/4/08 19:15,277.80,10,15.74,0.90,39.50,33.90,613.30,0,0,99.50,0.00,7.52,0
10/4/08 19:45,277.82,10,16.01,1.30,6.20,33.36,556.90,0,0,99.50,0.00,888.76,0
10/4/08 20:15,277.84,10,17.16,1.40,5.30,36.07,495.20,0,0,99.50,,,0
10/4/08 20:45,277.86,10,16.15,2.10,37.90,34.38,419.80,0,0,99.40,0.00,4214.11,0
10/4/08 21:15,277.89,10,16.28,1.40,25.60,34.79,336.10,0,0,99.50,0.00,2351.80,0
10/4/08 21:45,277.91,10,15.94,1.90,42.10,36.55,248.00,0,0,99.50,0.00,3805.91,0
10/4/08 22:15,277.93,10,15.88,1.40,47.60,35.16,163.10,0,0,99.50,0.00,2564.82,0
10/4/08 22:45,277.95,10,14.93,1.20,359.80,36.76,76.88,0,0,99.50,,,0
10/4/08 23:15,277.97,10,13.75,1.47,3.05,42.42,7.19,0,0,99.50,,,0
10/4/08 23:45,277.99,10,12.50,1.62,1.57,45.07,0.06,0,0,99.50,,,0
10/5/08 0:15,278.01,10,11.38,1.83,1.69,48.36,0.00,0,0,99.50,,,0
10/5/08 0:45,278.03,10,10.61,1.61,11.09,64.96,0.00,0,0,99.50,,,0
10/5/08 1:15,278.05,10,9.15,1.51,30.90,72.76,0.00,0,0,99.50,,,0
10/5/08 1:45,278.07,10,8.44,1.10,51.60,71.30,0.00,0,0,99.50,,,0
10/5/08 2:15,278.09,10,9.73,1.50,39.90,57.16,0.00,0,0,99.50,0.00,526.58,0
10/5/08 2:45,278.11,10,7.63,1.60,40.40,71.51,0.00,0,0,99.50,,,0
10/5/08 3:15,278.14,10,7.02,1.50,60.20,70.62,0.00,0,0,99.60,,,0
10/5/08 3:45,278.16,10,6.07,1.55,64.81,77.76,0.00,0,0,99.60,,,0
10/5/08 4:15,278.18,10,5.70,1.67,63.01,80.10,0.00,0,0,99.60,0.00,297.35,0
10/5/08 4:45,278.20,10,5.50,0.89,57.85,77.56,0.00,0,0,99.60,,,0
10/5/08 5:15,278.22,10,4.08,0.75,61.46,84.80,0.01,0,0,99.60,,,0
10/5/08 5:45,278.24,10,3.84,0.10,63.90,88.70,0.06,0,0,99.60,,,0
10/5/08 6:15,278.26,10,3.91,0.20,265.40,86.30,0.01,0,0,99.60,,,0
10/5/08 6:45,278.28,10,4.05,0.69,70.02,86.90,0.01,0,0,99.60,,,0
10/5/08 7:15,278.30,10,3.40,0.30,73.30,91.10,0.06,0,0,99.60,,,0
10/5/08 7:45,278.32,10,3.88,0.70,73.70,88.70,0.08,0,0,99.60,,,0
10/5/08 8:15,278.34,10,4.83,0.70,75.00,80.40,0.01,0,0,99.60,,,0
10/5/08 8:45,278.36,10,4.55,1.00,71.30,83.30,0.02,0,0,99.60,,,0
10/5/08 9:15,278.39,10,4.35,1.40,84.20,78.42,0.16,0,0,99.60,,,0
10/5/08 9:45,278.41,10,4.08,1.24,82.13,82.70,0.05,0,0,99.60,,,0
10/5/08 10:15,278.43,10,3.81,1.49,86.48,81.60,0.21,0,0,99.70,,,0
10/5/08 10:45,278.45,10,2.96,0.70,100.13,86.00,0.05,0,0,99.70,,,0
10/5/08 11:15,278.47,10,2.72,0.30,74.90,89.50,0.26,0,0,99.70,,,0
10/5/08 11:45,278.49,10,2.25,1.00,82.10,92.90,3.96,0,0,99.80,,,0
10/5/08 12:15,278.51,10,3.91,1.28,81.86,86.30,47.34,0,0,99.80,,,0
10/5/08 12:45,278.53,10,5.91,1.71,80.15,81.30,131.50,0,0,99.80,,,0
10/5/08 13:15,278.55,10,7.05,2.14,87.80,79.04,201.40,0,0,99.80,-0.00,0.00,0
10/5/08 13:45,278.57,10,9.05,2.07,88.39,71.06,288.10,0,0,99.80,-0.00,0.00,0
10/5/08 14:15,278.59,10,11.61,1.75,118.95,62.40,376.00,0,0,99.80,-0.00,0.00,0
10/5/08 14:45,278.61,10,13.37,2.22,131.93,54.56,449.90,0,0,99.70,,,0
10/5/08 15:15,278.64,10,14.83,2.11,128.95,50.12,516.10,0,0,99.70,,,0
10/5/08 15:45,278.66,10,16.62,2.58,134.03,42.04,573.70,0,0,99.70,-0.00,0.00,0
10/5/08 16:15,278.68,10,17.77,2.42,120.32,34.41,622.30,0,0,99.70,0.00,6336.54,0
10/5/08 16:45,278.70,10,18.69,2.03,130.03,31.60,642.80,0,0,99.70,-0.00,0.00,0
10/5/08 17:15,278.72,10,19.40,2.11,145.19,30.17,700.00,0,0,99.70,,,0
10/5/08 17:45,278.74,10,18.76,1.49,124.36,28.68,468.00,0,0,99.60,,,0
10/5/08 18:15,278.76,10,19.03,1.52,123.16,31.16,192.20,0,0,99.60,-0.00,0.00,0
10/5/08 18:45,278.78,10,18.96,1.50,75.10,29.33,99.90,0,0,99.60,0.00,294.41,0
10/5/08 19:15,278.80,10,18.65,2.20,69.40,32.45,137.20,0,0,99.50,,,0
10/5/08 19:45,278.82,10,19.50,2.30,77.90,30.62,264.10,0,0,99.50,-0.00,0.00,0
10/5/08 20:15,278.84,10,19.26,2.50,75.30,33.57,120.30,0,0,99.50,,,0
10/5/08 20:45,278.86,10,19.64,2.50,67.30,30.68,276.90,0,0,99.50,0.00,3359.22,0
10/5/08 21:15,278.89,10,19.94,2.50,57.60,28.38,263.50,0,0,99.50,0.00,2616.40,0
10/5/08 21:45,278.91,10,19.54,2.90,66.20,33.67,119.10,0,0,99.50,0.00,2019.29,0
10/5/08 22:15,278.93,10,19.09,3.00,67.40,31.70,120.80,0,0,99.50,0.00,1779.55,0
10/5/08 22:45,278.95,10,18.15,2.20,67.90,36.48,56.99,0,0,99.50,,,0
10/5/08 23:15,278.97,10,16.18,2.91,62.47,46.96,5.66,0,0,99.40,,,0
10/5/08 23:45,278.99,10,15.41,2.30,64.80,50.76,0.00,0,0,99.50,,,0
10/6/08 0:15,279.01,10,14.19,3.33,63.48,52.22,0.00,0,0,99.40,0.00,947.99,0
10/6/08 0:45,279.03,10,13.68,2.40,66.40,53.88,0.00,0,0,99.40,,,0
10/6/08 1:15,279.05,10,14.29,2.74,79.94,51.07,0.00,0,0,99.40,,,0
10/6/08 1:45,279.07,10,14.26,3.28,78.51,50.26,0.00,0,0,99.40,,,0
10/6/08 2:15,279.09,10,14.19,3.13,79.50,52.53,0.00,0,0,99.50,,,0
10/6/08 2:45,279.11,10,14.02,2.98,80.52,51.78,0.00,0,0,99.50,,,0
10/6/08 3:15,279.14,10,13.92,3.77,83.09,51.92,0.00,0,0,99.50,,,0
10/6/08 3:45,279.16,10,14.49,4.05,80.21,49.27,0.00,0,0,99.50,-0.00,0.00,0
10/6/08 4:15,279.18,10,14.63,4.21,82.92,49.17,0.00,0,0,99.50,-0.00,0.00,0
10/6/08 4:45,279.20,10,14.36,4.27,82.16,48.66,0.00,0,0,99.50,-0.00,0.00,0
10/6/08 5:15,279.22,10,13.44,3.72,85.11,51.34,0.00,0,0,99.50,,,0
10/6/08 5:45,279.24,10,12.70,3.76,86.31,55.34,0.00,0,0,99.50,,,0
10/6/08 6:15,279.26,10,12.12,3.80,77.40,61.35,0.00,0,0,99.50,,,0
10/6/08 6:45,279.28,10,11.86,3.90,79.00,62.81,0.00,0,0,99.50,-0.00,0.00,0
10/6/08 7:15,279.30,10,11.75,3.80,81.20,65.83,0.00,0,0,99.50,-0.00,0.00,0
10/6/08 7:45,279.32,10,11.82,4.00,79.20,67.08,0.00,0,0,99.50,,,0
10/6/08 8:15,279.34,10,11.79,4.20,80.20,68.17,0.00,0,0,99.50,,,0
10/6/08 8:45,279.36,10,11.85,4.10,78.50,68.74,0.00,0,0,99.60,0.00,831.17,0
10/6/08 9:15,279.39,10,12.06,4.10,85.10,68.34,0.00,0,0,99.60,-0.00,0.00,0
10/6/08 9:45,279.41,10,11.92,3.10,93.80,66.74,0.00,0,0,99.50,-0.00,0.00,0
10/6/08 10:15,279.43,10,11.59,2.90,84.70,70.61,0.00,0,0,99.60,-0.00,0.00,0
10/6/08 10:45,279.45,10,11.69,2.90,93.80,68.88,0.00,0,0,99.60,-0.00,0.00,0
10/6/08 11:15,279.47,10,11.25,3.00,85.20,71.22,0.00,0,0,99.60,-0.00,0.00,0
10/6/08 11:45,279.49,10,10.98,3.80,78.40,74.58,2.69,0,0,99.60,-0.00,0.00,0
10/6/08 12:15,279.51,10,11.01,4.70,77.60,73.83,33.40,0,0,99.60,-0.00,0.00,0
10/6/08 12:45,279.53,10,11.52,4.30,86.30,70.75,55.74,0,0,99.70,,,0
10/6/08 13:15,279.55,10,12.06,4.27,90.70,68.68,107.20,0,0,99.70,-0.00,0.00,0
10/6/08 13:45,279.57,10,12.90,4.79,91.72,65.35,178.00,0,0,99.70,-0.00,0.00,0
10/6/08 14:15,279.59,10,14.09,4.68,92.83,60.60,259.10,0,0,99.70,-0.00,0.00,0
10/6/08 14:45,279.61,10,15.54,4.35,90.49,56.26,333.50,0,0,99.80,-0.00,0.00,0
10/6/08 15:15,279.64,10,16.15,5.16,88.94,52.32,301.50,0,0,99.80,,,0
10/6/08 15:45,279.66,10,17.10,5.20,90.10,47.91,330.90,0,0,99.80,-0.00,0.00,0
10/6/08 16:15,279.68,10,17.88,4.78,93.93,45.03,305.90,0,0,99.80,-0.00,0.00,0
10/6/08 16:45,279.70,10,18.76,5.26,95.98,42.38,494.60,0,0,99.70,-0.00,0.00,0
10/6/08 17:15,279.72,10,19.47,4.69,96.53,39.16,411.90,0,0,99.70,-0.00,0.00,0
10/6/08 17:45,279.74,10,20.25,4.30,94.40,39.02,428.40,0,0,99.70,,,0
10/6/08 18:15,279.76,10,20.93,4.91,98.01,36.99,601.60,0,0,99.70,-0.00,0.00,0
10/6/08 18:45,279.78,10,21.81,4.92,97.14,34.75,582.30,0,0,99.60,-0.00,0.00,0
10/6/08 19:15,279.80,10,22.11,5.04,96.86,33.84,589.30,0,0,99.60,-0.00,0.00,0
10/6/08 19:45,279.82,10,22.49,5.29,95.06,33.40,646.00,0,0,99.60,-0.00,0.00,0
10/6/08 20:15,279.84,10,22.62,4.28,104.61,34.01,562.50,0,0,99.60,-0.00,0.00,0
10/6/08 20:45,279.86,10,23.03,4.57,98.79,33.19,479.80,0,0,99.60,-0.00,0.00,0
10/6/08 21:15,279.89,10,22.45,4.68,103.87,33.40,254.70,0,0,99.60,-0.00,0.00,0
10/6/08 21:45,279.91,10,22.04,4.21,100.64,35.40,105.40,0,0,99.50,-0.00,0.00,0
10/6/08 22:15,279.93,10,21.13,3.70,91.60,36.51,50.11,0,0,99.50,,,0
10/6/08 22:45,279.95,10,19.84,4.43,78.25,42.04,37.90,0,0,99.60,-0.00,0.00,0
10/6/08 23:15,279.97,10,18.86,5.39,85.69,45.02,3.78,0,0,99.60,-0.00,0.00,0
10/6/08 23:45,279.99,10,18.05,4.77,90.06,46.42,0.00,0,0,99.60,-0.00,0.00,0
10/7/08 0:15,280.01,10,17.47,4.74,88.85,47.10,0.00,0,0,99.60,-0.00,0.00,0
10/7/08 0:45,280.03,10,16.90,5.05,88.24,49.64,0.00,0,0,99.60,,,0
10/7/08 1:15,280.05,10,16.63,5.67,90.95,49.98,0.00,0,0,99.60,-0.00,0.00,0
10/7/08 1:45,280.07,10,16.12,5.25,92.36,54.70,0.00,0,0,99.60,-0.00,0.00,0
10/7/08 2:15,280.09,10,15.44,5.20,91.59,59.58,0.00,0,0,99.60,-0.00,0.00,0
10/7/08 2:45,280.11,10,15.04,5.16,89.93,63.34,0.00,0,0,99.70,-0.00,0.00,0
10/7/08 3:15,280.14,10,14.59,4.85,93.52,63.45,0.00,0,0,99.70,,,0
10/7/08 3:45,280.16,10,14.15,4.62,94.02,66.23,0.00,0,0,99.70,-0.00,0.00,0
10/7/08 4:15,280.18,10,13.75,4.59,95.16,68.67,0.00,0,0,99.70,-0.00,0.00,0
10/7/08 4:45,280.20,10,13.31,4.45,93.82,70.23,0.00,0,0,99.70,-0.00,0.00,0
10/7/08 5:15,280.22,10,12.97,4.73,93.57,71.76,0.00,0,0,99.70,-0.00,0.00,0
10/7/08 5:45,280.24,10,12.47,4.20,90.50,73.29,0.00,0,0,99.70,,,0
10/7/08 6:15,280.26,10,12.13,4.10,91.20,74.82,0.00,0,0,99.60,-0.00,0.00,0
10/7/08 6:45,280.28,10,11.99,4.10,88.30,75.50,0.00,0,0,99.60,-0.00,0.00,0
10/7/08 7:15,280.30,10,11.65,4.10,88.30,77.97,0.00,0,0,99.60,-0.00,0.00,0
10/7/08 7:45,280.32,10,11.48,4.20,90.70,77.60,0.00,0,0,99.60,-0.00,0.00,0
10/7/08 8:15,280.34,10,11.11,3.60,91.80,79.06,0.00,0,0,99.60,-0.00,0.00,0
10/7/08 8:45,280.36,10,10.87,3.70,89.30,79.57,0.00,0,0,99.50,-0.00,0.00,0
10/7/08 9:15,280.39,10,10.87,4.10,86.70,79.91,0.00,0,0,99.50,-0.00,0.00,0
10/7/08 9:45,280.41,10,10.70,4.10,90.60,80.10,0.00,0,0,99.50,-0.00,0.00,0
10/7/08 10:15,280.43,10,10.50,3.80,92.00,80.70,0.00,0,0,99.50,,,0
10/7/08 10:45,280.45,10,10.40,3.60,92.80,80.30,0.00,0,0,99.50,-0.00,0.00,0
10/7/08 11:15,280.47,10,10.26,3.58,95.24,81.00,0.00,0,0,99.50,-0.00,0.00,0
10/7/08 11:45,280.49,10,10.13,4.06,95.53,80.20,4.61,0,0,99.50,-0.00,0.00,0
10/7/08 12:15,280.51,10,10.06,3.73,95.54,80.10,19.39,0,0,99.50,-0.00,0.00,0
10/7/08 12:45,280.53,10,10.16,4.00,88.60,78.55,55.70,0,0,99.50,,,0
10/7/08 13:15,280.55,10,10.57,4.20,90.40,75.73,92.90,0,0,99.50,-0.00,0.00,0
10/7/08 13:45,280.57,10,11.31,4.00,92.40,72.82,143.90,0,0,99.40,-0.00,0.00,0
10/7/08 14:15,280.59,10,12.50,3.54,100.17,70.13,233.50,0,0,99.40,-0.00,0.00,0
10/7/08 14:45,280.61,10,13.78,3.35,99.84,63.89,306.00,0,0,99.40,-0.00,0.00,0
10/7/08 15:15,280.64,10,15.34,3.79,105.68,57.71,391.20,0,0,99.30,,,0
10/7/08 15:45,280.66,10,16.32,4.25,114.77,54.05,404.40,0,0,99.30,-0.00,0.00,0
10/7/08 16:15,280.68,10,17.40,4.10,117.26,51.77,428.60,0,0,99.30,-0.00,0.00,0
10/7/08 16:45,280.70,10,18.08,4.09,114.29,50.28,344.10,0,0,99.20,-0.00,0.00,0
10/7/08 17:15,280.72,10,18.89,3.97,120.01,47.43,369.70,0,0,99.20,,,0
10/7/08 17:45,280.74,10,19.60,4.00,100.50,45.87,311.50,0,0,99.10,,,0
10/7/08 18:15,280.76,10,20.18,4.60,92.80,45.30,350.70,0,0,99.00,-0.00,0.00,0
